Order,Family,Subfamily,Genus,Specie,Observations,url
Anguilliformes,Congridae,Bathymyrinae,Parabathymyrus,Parabathymyrus oregoni,0,https://www.inaturalist.org/taxa/317270-Parabathymyrus-oregoni
Anguilliformes,Congridae,Bathymyrinae,Parabathymyrus,Parabathymyrus philippinensis,0,https://www.inaturalist.org/taxa/786194-Parabathymyrus-philippinensis
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger californiensis,1,https://www.inaturalist.org/taxa/108464-Paraconger-californiensis
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger caudilimbatus,0,https://www.inaturalist.org/taxa/131405-Paraconger-caudilimbatus
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger guianensis,0,https://www.inaturalist.org/taxa/612018-Paraconger-guianensis
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger macrops,0,https://www.inaturalist.org/taxa/342286-Paraconger-macrops
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger notialis,0,https://www.inaturalist.org/taxa/612019-Paraconger-notialis
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger ophichthys,0,https://www.inaturalist.org/taxa/612020-Paraconger-ophichthys
Anguilliformes,Congridae,Bathymyrinae,Paraconger,Paraconger similis,0,https://www.inaturalist.org/taxa/108465-Paraconger-similis
Anguilliformes,Congridae,Congrinae,Acromycter,Acromycter alcocki,0,https://www.inaturalist.org/taxa/437664-Acromycter-alcocki
Anguilliformes,Congridae,Congrinae,Acromycter,Acromycter atlanticus,0,https://www.inaturalist.org/taxa/437665-Acromycter-atlanticus
Anguilliformes,Congridae,Congrinae,Acromycter,Acromycter longipectoralis,0,https://www.inaturalist.org/taxa/437666-Acromycter-longipectoralis
Anguilliformes,Congridae,Congrinae,Acromycter,Acromycter nezumi,0,https://www.inaturalist.org/taxa/437667-Acromycter-nezumi
Anguilliformes,Congridae,Congrinae,Acromycter,Acromycter perturbator,0,https://www.inaturalist.org/taxa/93214-Acromycter-perturbator
Anguilliformes,Congridae,Congrinae,Bassanago,Bassanago albescens,0,https://www.inaturalist.org/taxa/437690-Bassanago-albescens
Anguilliformes,Congridae,Congrinae,Bassanago,Bassanago bulbiceps,1,https://www.inaturalist.org/taxa/437691-Bassanago-bulbiceps
Anguilliformes,Congridae,Congrinae,Bassanago,Bassanago hirsutus,1,https://www.inaturalist.org/taxa/437692-Bassanago-hirsutus
Anguilliformes,Congridae,Congrinae,Bassanago,Bassanago nielseni,0,https://www.inaturalist.org/taxa/437693-Bassanago-nielseni
Anguilliformes,Congridae,Congrinae,Bathycongrus,Bathycongrus aequoreus,0,https://www.inaturalist.org/taxa/437673-Bathycongrus-aequoreus
Anguilliformes,Congridae,Congrinae,Bathycongrus,Bathycongrus bertini,0,https://www.inaturalist.org/taxa/437674-Bathycongrus-bertini
